599,Del Campillo,7
600,Despeñaderos,7
601,Devoto,7
602,Diego de Rojas,7
603,Dique Chico,7
604,El Arañado,7
605,El Brete,7
606,El Chacho,7
607,El Crispín,7
608,El Fortín,7
609,El Manzano,7
610,El Rastreador,7
611,El Rodeo,7
612,El Tío,7
613,Elena,7
614,Embalse,7
615,Esquina,7
616,Estación Gral. Paz,7
617,Estación Juárez Celman,7
618,Estancia de Guadalupe,7
619,Estancia Vieja,7
620,Etruria,7
621,Eufrasio Loza,7
622,Falda del Carmen,7
623,Freyre,7
624,Gral. Baldissera,7
625,Gral. Cabrera,7
626,Gral. Deheza,7
627,Gral. Fotheringham,7
628,Gral. Levalle,7
629,Gral. Roca,7
630,Guanaco Muerto,7
631,Guasapampa,7
632,Guatimozin,7
633,Gutenberg,7
634,Hernando,7
635,Huanchillas,7
636,Huerta Grande,7
637,Huinca Renanco,7
638,Idiazabal,7
639,Impira,7
640,Inriville,7
641,Isla Verde,7
642,Italó,7
643,James Craik,7
644,Jesús María,7
645,Jovita,7
646,Justiniano Posse,7
647,Km 658,7
648,L. V. Mansilla,7
649,La Batea,7
650,La Calera,7
651,La Carlota,7
652,La Carolina,7
653,La Cautiva,7
654,La Cesira,7
655,La Cruz,7
656,La Cumbre,7
657,La Cumbrecita,7
658,La Falda,7
659,La Francia,7
660,La Granja,7
661,La Higuera,7
662,La Laguna,7
663,La Paisanita,7
664,La Palestina,7
665,12,7
666,La Paquita,7
667,La Para,7
668,La Paz,7
669,La Playa,7
670,La Playosa,7
671,La Población,7
672,La Posta,7
673,La Puerta,7
674,La Quinta,7
675,La Rancherita,7
676,La Rinconada,7
677,La Serranita,7
678,La Tordilla,7
679,Laborde,7
680,Laboulaye,7
681,Laguna Larga,7
682,Las Acequias,7
683,Las Albahacas,7
684,Las Arrias,7
685,Las Bajadas,7
686,Las Caleras,7
687,Las Calles,7
688,Las Cañadas,7
689,Las Gramillas,7
690,Las Higueras,7
691,Las Isletillas,7
692,Las Junturas,7
693,Las Palmas,7
694,Las Peñas,7
695,Las Peñas Sud,7
696,Las Perdices,7
697,Las Playas,7
698,Las Rabonas,7
699,Las Saladas,7
700,Las Tapias,7
701,Las Varas,7
702,Las Varillas,7
703,Las Vertientes,7
704,Leguizamón,7
705,Leones,7
706,Los Cedros,7
707,Los Cerrillos,7
708,Los Chañaritos (C.E),7
709,Los Chanaritos (R.S),7
710,Los Cisnes,7
711,Los Cocos,7
712,Los Cóndores,7
713,Los Hornillos,7
714,Los Hoyos,7
715,Los Mistoles,7
716,Los Molinos,7
717,Los Pozos,7
718,Los Reartes,7
719,Los Surgentes,7
720,Los Talares,7
721,Los Zorros,7
722,Lozada,7
723,Luca,7
724,Luque,7
725,Luyaba,7
726,Malagueño,7
727,Malena,7
728,Malvinas Argentinas,7
729,Manfredi,7
730,Maquinista Gallini,7
731,Marcos Juárez,7
732,Marull,7
733,Matorrales,7
734,Mattaldi,7
735,Mayu Sumaj,7
736,Media Naranja,7
737,Melo,7
738,Mendiolaza,7
739,Mi Granja,7
740,Mina Clavero,7
741,Miramar,7
742,Morrison,7
743,Morteros,7
744,Mte. Buey,7
745,Mte. Cristo,7
746,Mte. De Los Gauchos,7
747,Mte. Leña,7
748,Mte. Maíz,7
749,Mte. Ralo,7
750,Nicolás Bruzone,7
751,Noetinger,7
752,Nono,7
753,Nueva 7,7
754,Obispo Trejo,7
755,Olaeta,7
756,Oliva,7
757,Olivares San Nicolás,7
758,Onagolty,7
759,Oncativo,7
760,Ordoñez,7
761,Pacheco De Melo,7
762,Pampayasta N.,7
763,Pampayasta S.,7
764,Panaholma,7
765,Pascanas,7
766,Pasco,7
767,Paso del Durazno,7
768,Paso Viejo,7
769,Pilar,7
770,Pincén,7
771,Piquillín,7
772,Plaza de Mercedes,7
773,Plaza Luxardo,7
774,Porteña,7
775,Potrero de Garay,7
776,Pozo del Molle,7
777,Pozo Nuevo,7
778,Pueblo Italiano,7
779,Puesto de Castro,7
780,Punta del Agua,7
781,Quebracho Herrado,7
782,Quilino,7
783,Rafael García,7
784,Ranqueles,7
785,Rayo Cortado,7
786,Reducción,7
787,Rincón,7
788,Río Bamba,7
789,Río Ceballos,7
790,Río Cuarto,7
791,Río de Los Sauces,7
792,Río Primero,7
793,Río Segundo,7
794,Río Tercero,7
795,Rosales,7
796,Rosario del Saladillo,7
797,Sacanta,7
798,Sagrada Familia,7
799,Saira,7
800,Saladillo,7
801,Saldán,7
802,Salsacate,7
803,Salsipuedes,7
804,Sampacho,7
805,San Agustín,7
806,San Antonio de Arredondo,7
807,San Antonio de Litín,7
808,San Basilio,7
809,San Carlos Minas,7
810,San Clemente,7
811,San Esteban,7
812,San Francisco,7
813,San Ignacio,7
814,San Javier,7
815,San Jerónimo,7
816,San Joaquín,7
817,San José de La Dormida,7
818,San José de Las Salinas,7
819,San Lorenzo,7
820,San Marcos Sierras,7
821,San Marcos Sud,7
822,San Pedro,7
823,San Pedro N.,7
824,San Roque,7
825,San Vicente,7
826,Santa Catalina,7
827,Santa Elena,7
828,Santa Eufemia,7
829,Santa Maria,7
830,Sarmiento,7
831,Saturnino M.Laspiur,7
832,Sauce Arriba,7
833,Sebastián Elcano,7
834,Seeber,7
835,Segunda Usina,7
836,Serrano,7
837,Serrezuela,7
838,Sgo. Temple,7
839,Silvio Pellico,7
840,Simbolar,7
841,Sinsacate,7
842,Sta. Rosa de Calamuchita,7
843,Sta. Rosa de Río Primero,7
844,Suco,7
845,Tala Cañada,7
846,Tala Huasi,7
847,Talaini,7
848,Tancacha,7
849,Tanti,7
850,Ticino,7
851,Tinoco,7
852,Tío Pujio,7
853,Toledo,7
854,Toro Pujio,7
855,Tosno,7
856,Tosquita,7
857,Tránsito,7
858,Tuclame,7
859,Tutti,7
860,Ucacha,7
861,Unquillo,7
862,Valle de Anisacate,7
863,Valle Hermoso,7
864,Vélez Sarfield,7
865,Viamonte,7
866,Vicuña Mackenna,7
867,Villa Allende,7
868,Villa Amancay,7
869,Villa Ascasubi,7
870,Villa Candelaria N.,7
871,Villa Carlos Paz,7
872,Villa Cerro Azul,7
873,Villa Ciudad de América,7
874,Villa Ciudad Pque Los Reartes,7
875,Villa Concepción del Tío,7
876,Villa Cura Brochero,7
877,Villa de Las Rosas,7
878,Villa de María,7
879,Villa de Pocho,7
880,Villa de Soto,7
881,Villa del Dique,7
882,Villa del Prado,7
883,Villa del Rosario,7
884,Villa del Totoral,7
885,Villa Dolores,7
886,Villa El Chancay,7
887,Villa Elisa,7
888,Villa Flor Serrana,7
889,Villa Fontana,7
890,Villa Giardino,7
891,Villa Gral. Belgrano,7
892,Villa Gutierrez,7
893,Villa Huidobro,7
894,Villa La Bolsa,7
895,Villa Los Aromos,7
896,Villa Los Patos,7
897,Villa María,7
898,Villa Nueva,7
899,Villa Pque. Santa Ana,7
900,Villa Pque. Siquiman,7
901,Villa Quillinzo,7
902,Villa Rossi,7
903,Villa Rumipal,7
904,Villa San Esteban,7
905,Villa San Isidro,7
906,Villa 21,7
907,Villa Sarmiento (G.R),7
908,Villa Sarmiento (S.A),7
909,Villa Tulumba,7
910,Villa Valeria,7
911,Villa Yacanto,7
912,Washington,7
913,Wenceslao Escalante,7
914,Ycho Cruz Sierras,7
915,Alvear,8
916,Bella Vista,8
917,Berón de Astrada,8
918,Bonpland,8
919,Caá Cati,8
920,Capital,8
921,Chavarría,8
922,Col. C. Pellegrini,8
923,Col. Libertad,8
924,Col. Liebig,8
925,Col. Sta Rosa,8
926,Concepción,8
927,Cruz de Los Milagros,8
928,Curuzú-Cuatiá,8
929,Empedrado,8
930,Esquina,8
931,Estación Torrent,8
932,Felipe Yofré,8
933,Garruchos,8
934,Gdor. Agrónomo,8
935,Gdor. Martínez,8
936,Goya,8
937,Guaviravi,8
938,Herlitzka,8
939,Ita-Ibate,8
940,Itatí,8
941,Ituzaingó,8
942,José Rafael Gómez,8
943,Juan Pujol,8
944,La Cruz,8
945,Lavalle,8
946,Lomas de Vallejos,8
947,Loreto,8
948,Mariano I. Loza,8
949,Mburucuyá,8
950,Mercedes,8
951,Mocoretá,8
952,Mte. Caseros,8
953,Nueve de Julio,8
954,Palmar Grande,8
955,Parada Pucheta,8
956,Paso de La Patria,8
957,Paso de Los Libres,8
958,Pedro R. Fernandez,8
959,Perugorría,8
960,Pueblo Libertador,8
961,Ramada Paso,8
962,Riachuelo,8
963,Saladas,8
964,San Antonio,8
965,San Carlos,8
966,San Cosme,8
967,San Lorenzo,8
968,20 del Palmar,8
969,San Miguel,8
970,San Roque,8
971,Santa Ana,8
972,Santa Lucía,8
973,Santo Tomé,8
974,Sauce,8
975,Tabay,8
976,Tapebicuá,8
977,Tatacua,8
978,Virasoro,8
979,Yapeyú,8
980,Yataití Calle,8
981,Alarcón,9
982,Alcaraz,9
983,Alcaraz N.,9
984,Alcaraz S.,9
985,Aldea Asunción,9
986,Aldea Brasilera,9
987,Aldea Elgenfeld,9
988,Aldea Grapschental,9
989,Aldea Ma. Luisa,9
990,Aldea Protestante,9
991,Aldea Salto,9
992,Aldea San Antonio (G),9
993,Aldea San Antonio (P),9
994,Aldea 19,9
995,Aldea San Miguel,9
996,Aldea San Rafael,9
997,Aldea Spatzenkutter,9
998,Aldea Sta. María,9
999,Aldea Sta. Rosa,9
1000,Aldea Valle María,9
1001,Altamirano Sur,9
1002,Antelo,9
1003,Antonio Tomás,9
1004,Aranguren,9
1005,Arroyo Barú,9
1006,Arroyo Burgos,9
1007,Arroyo Clé,9
1008,Arroyo Corralito,9
1009,Arroyo del Medio,9
1010,Arroyo Maturrango,9
1011,Arroyo Palo Seco,9
1012,Banderas,9
1013,Basavilbaso,9
1014,Betbeder,9
1015,Bovril,9
1016,Caseros,9
1017,Ceibas,9
1018,Cerrito,9
1019,Chajarí,9
1020,Chilcas,9
1021,Clodomiro Ledesma,9
1022,Col. Alemana,9
1023,Col. Avellaneda,9
1024,Col. Avigdor,9
1025,Col. Ayuí,9
1026,Col. Baylina,9
1027,Col. Carrasco,9
1028,Col. Celina,9
1029,Col. Cerrito,9
1030,Col. Crespo,9
1031,Col. Elia,9
1032,Col. Ensayo,9
1033,Col. Gral. Roca,9
1034,Col. La Argentina,9
1035,Col. Merou,9
1036,Col. Oficial Nª3,9
1037,Col. Oficial Nº13,9
1038,Col. Oficial Nº14,9
1039,Col. Oficial Nº5,9
1040,Col. Reffino,9
1041,Col. Tunas,9
1042,Col. Viraró,9
1043,Colón,9
1044,Concepción del Uruguay,9
1045,Concordia,9
1046,Conscripto Bernardi,9
1047,Costa Grande,9
1048,Costa San Antonio,9
1049,Costa Uruguay N.,9
1050,Costa Uruguay S.,9
1051,Crespo,9
1052,Crucecitas 3ª,9
1053,Crucecitas 7ª,9
1054,Crucecitas 8ª,9
1055,Cuchilla Redonda,9
1056,Curtiembre,9
1057,Diamante,9
1058,Distrito 6º,9
1059,Distrito Chañar,9
1060,Distrito Chiqueros,9
1061,Distrito Cuarto,9
1062,Distrito Diego López,9
1063,Distrito Pajonal,9
1064,Distrito Sauce,9
1065,Distrito Tala,9
1066,Distrito Talitas,9
1067,Don Cristóbal 1ª Sección,9
1068,Don Cristóbal 2ª Sección,9
1069,Durazno,9
1070,El Cimarrón,9
1071,El Gramillal,9
1072,El Palenque,9
1073,El Pingo,9
1074,El Quebracho,9
1075,El Redomón,9
1076,El Solar,9
1077,Enrique Carbo,9
1078,9,9
1079,Espinillo N.,9
1080,Estación Campos,9
1081,Estación Escriña,9
1082,Estación Lazo,9
1083,Estación Raíces,9
1084,Estación Yerúa,9
1085,Estancia Grande,9
1086,Estancia Líbaros,9
1087,Estancia Racedo,9
1088,Estancia Solá,9
1089,Estancia Yuquerí,9
1090,Estaquitas,9
1091,Faustino M. Parera,9
1092,Febre,9
1093,Federación,9
1094,Federal,9
1095,Gdor. Echagüe,9
1096,Gdor. Mansilla,9
1097,Gilbert,9
1098,González Calderón,9
1099,Gral. Almada,9
1100,Gral. Alvear,9
1101,Gral. Campos,9
1102,Gral. Galarza,9
1103,Gral. Ramírez,9
1104,Gualeguay,9
1105,Gualeguaychú,9
1106,Gualeguaycito,9
1107,Guardamonte,9
1108,Hambis,9
1109,Hasenkamp,9
1110,Hernandarias,9
1111,Hernández,9
1112,Herrera,9
1113,Hinojal,9
1114,Hocker,9
1115,Ing. Sajaroff,9
1116,Irazusta,9
1117,Isletas,9
1118,J.J De Urquiza,9
1119,Jubileo,9
1120,La Clarita,9
1121,La Criolla,9
1122,La Esmeralda,9
1123,La Florida,9
1124,La Fraternidad,9
1125,La Hierra,9
1126,La Ollita,9
1127,La Paz,9
1128,La Picada,9
1129,La Providencia,9
1130,La Verbena,9
1131,Laguna Benítez,9
1132,Larroque,9
1133,Las Cuevas,9
1134,Las Garzas,9
1135,Las Guachas,9
1136,Las Mercedes,9
1137,Las Moscas,9
1138,Las Mulitas,9
1139,Las Toscas,9
1140,Laurencena,9
1141,Libertador San Martín,9
1142,Loma Limpia,9
1143,Los Ceibos,9
1144,Los Charruas,9
1145,Los Conquistadores,9
1146,Lucas González,9
1147,Lucas N.,9
1148,Lucas S. 1ª,9
1149,Lucas S. 2ª,9
1150,Maciá,9
1151,María Grande,9
1152,María Grande 2ª,9
1153,Médanos,9
1154,Mojones N.,9
1155,Mojones S.,9
1156,Molino Doll,9
1157,Monte Redondo,9
1158,Montoya,9
1159,Mulas Grandes,9
1160,Ñancay,9
1161,Nogoyá,9
1162,Nueva Escocia,9
1163,Nueva Vizcaya,9
1164,Ombú,9
1165,Oro Verde,9
1166,Paraná,9
1167,Pasaje Guayaquil,9
1168,Pasaje Las Tunas,9
1169,Paso de La Arena,9
1170,Paso de La Laguna,9
1171,Paso de Las Piedras,9
1172,Paso Duarte,9
1173,Pastor Britos,9
1174,Pedernal,9
1175,Perdices,9
1176,Picada Berón,9
1177,Piedras Blancas,9
1178,Primer Distrito Cuchilla,9
1179,Primero de Mayo,9
1180,Pronunciamiento,9
1181,Pto. Algarrobo,9
1182,Pto. Ibicuy,9
1183,Pueblo Brugo,9
1184,Pueblo Cazes,9
1185,Pueblo Gral. Belgrano,9
1186,Pueblo Liebig,9
1187,Puerto Yeruá,9
1188,Punta del Monte,9
1189,Quebracho,9
1190,Quinto Distrito,9
1191,Raices Oeste,9
1192,Rincón de Nogoyá,9
1193,Rincón del Cinto,9
1194,Rincón del Doll,9
1195,Rincón del Gato,9
1196,Rocamora,9
1197,Rosario del Tala,9
1198,San Benito,9
1199,San Cipriano,9
1200,San Ernesto,9
1201,San Gustavo,9
1202,San Jaime,9
1203,San José,9
1204,San José de Feliciano,9
1205,San Justo,9
1206,San Marcial,9
1207,San Pedro,9
1208,San Ramírez,9
1209,San Ramón,9
1210,San Roque,9
1211,San Salvador,9
1212,San Víctor,9
1213,Santa Ana,9
1214,Santa Anita,9
1215,Santa Elena,9
1216,Santa Lucía,9
1217,Santa Luisa,9
1218,Sauce de Luna,9
1219,Sauce Montrull,9
1220,Sauce Pinto,9
1221,Sauce Sur,9
1222,Seguí,9
1223,Sir Leonard,9
1224,Sosa,9
1225,Tabossi,9
1226,Tezanos Pinto,9
1227,Ubajay,9
1228,Urdinarrain,9
1229,Veinte de Septiembre,9
1230,Viale,9
1231,Victoria,9
1232,Villa Clara,9
